,name,speed,throttle,steer,brake
0,image_00000,0.0,1.0,-0.0002311706484761089,0.0
0,image_00001,4.740352910204138e-09,1.0,-0.0002311706484761089,0.0
0,image_00002,9.47596721090349e-09,1.0,-0.0002311706484761089,0.0
0,image_00003,1.420685009634326e-08,1.0,-0.0002311706484761089,0.0
0,image_00004,1.893300396460518e-08,1.0,-0.0002311706484761089,0.0
0,image_00005,2.5386870206034474e-08,1.0,-0.0002311706484761089,0.0
0,image_00006,-0.08529901430010796,1.0,-0.00023204258468467742,0.0
0,image_00007,-0.002536511840298772,1.0,-0.00022757393890060484,0.0
0,image_00008,0.01263261940330267,1.0,-0.0002283368812641129,0.0
0,image_00009,0.011697654146701097,1.0,-0.00023127964232116938,0.0
0,image_00010,0.008215182088315487,1.0,-0.00023302350018639117,0.0
0,image_00011,0.005494432244449854,1.0,-0.00023313249403145164,0.0
0,image_00012,0.0035512476693838834,1.0,-0.00023400443024002016,0.0
0,image_00013,0.002319275960326195,1.0,-0.00023367744870483875,0.0
0,image_00014,0.0014517401810735465,1.0,-0.00023378644254989922,0.0
0,image_00015,0.0009098562179133296,1.0,-0.00023378644254989922,0.0
0,image_00016,0.0006007256044540555,1.0,-0.00023378644254989922,0.0
0,image_00017,0.0003927206620573998,1.0,-0.00023378644254989922,0.0
0,image_00018,0.00019924950756831095,1.0,-0.00023378644254989922,0.0
0,image_00019,0.0001877584683825262,1.0,-0.00023378644254989922,0.0
0,image_00020,0.00014892132603563368,1.0,-0.00023378644254989922,0.0
0,image_00021,8.984547603176908e-05,1.0,-0.00023378644254989922,0.0
0,image_00022,4.4344691195874476e-05,1.0,-0.00023378644254989922,0.0
0,image_00023,4.726260194729548e-05,1.0,-0.00023378644254989922,0.0
0,image_00024,3.478963262750767e-05,1.0,-0.00023378644254989922,0.0
0,image_00025,3.1701556144980715e-05,1.0,-0.00023378644254989922,0.0
0,image_00026,3.191498279571533,1.0,0.00023291452089324594,0.0
0,image_00027,7.404333686828614,1.0,0.00418036337941885,0.0
0,image_00028,11.234996795654297,1.0,0.00740825105458498,0.0
0,image_00029,14.711970520019532,1.0,0.0031220573000609875,0.0
0,image_00030,17.88332176208496,1.0,0.005307006649672985,0.0
0,image_00031,20.86930274963379,0.5,0.01564810611307621,0.0
0,image_00032,23.335340309143067,0.5,0.013797868974506855,0.0
0,image_00033,25.007143592834474,0.5,-0.0038996015209704638,0.0
0,image_00034,26.018287467956544,0.5,-0.01740744523704052,0.0
0,image_00035,26.40933723449707,0.5,-0.02692718431353569,0.0
0,image_00036,26.31504192352295,0.5,-0.01877572201192379,0.0
0,image_00037,26.0272310256958,0.5,-0.019566018134355545,0.0
0,image_00038,25.61128349304199,0.5,-0.027833884581923485,0.0
0,image_00039,25.133730125427245,0.5,-0.03447091206908226,0.0
0,image_00040,24.629145240783693,0.5,-0.033772386610507965,0.0
0,image_00041,24.111575889587403,0.5,-0.026239341124892235,0.0
0,image_00042,23.60899085998535,0.5,-0.026445770636200905,0.0
0,image_00043,23.090231895446777,0.5,-0.01797223836183548,0.0
0,image_00044,22.604981231689454,0.5,-0.02031947486102581,0.0
0,image_00045,22.155370903015136,0.5,-0.021744320169091225,0.0
0,image_00046,21.71866092681885,0.5,-0.018681008368730545,0.0
0,image_00047,21.28056564331055,0.5,-0.008298056200146675,0.0
0,image_00048,20.891462516784667,0.5,-0.0018048967467620969,0.0
0,image_00049,20.472742652893068,0.5,-0.009961809031665325,0.0
0,image_00050,20.10926170349121,0.5,-0.01077237818390131,0.0
0,image_00051,19.753829956054688,1.0,-0.01403121929615736,0.0
0,image_00052,19.507307052612305,1.0,-0.0066399709321558475,0.0
0,image_00053,19.804310417175294,1.0,-0.011708286590874195,0.0
0,image_00054,20.706324005126955,0.5,-0.02026606909930706,0.0
0,image_00055,21.92381000518799,0.5,-0.0154653275385499,0.0
0,image_00056,22.6195707321167,0.5,-0.010587637312710285,0.0
0,image_00057,22.83692150115967,0.5,-0.004032570868730545,0.0
