,name,speed,throttle,steer,brake
0,image_00000,0.0,1.0,-7.92367136455141e-05,0.0
0,image_00001,-2.6713237621933674e-09,1.0,-7.967267447384074e-05,0.0
0,image_00002,-5.339977260376827e-09,1.0,-7.967267447384074e-05,0.0
0,image_00003,-8.005963891832835e-09,1.0,-7.967267447384074e-05,0.0
0,image_00004,-1.0669287053843846e-08,1.0,-7.967267447384074e-05,0.0
0,image_00005,-1.1735542138069378e-08,1.0,-7.934570021461695e-05,0.0
0,image_00006,-0.08573186248540879,1.0,-7.92367136455141e-05,0.0
0,image_00007,-0.0022236290154978634,1.0,-7.62939453125e-05,0.0
0,image_00008,0.012677434924989938,1.0,-7.792881660861894e-05,0.0
0,image_00009,0.011493943724781274,1.0,-7.967267447384074e-05,0.0
0,image_00010,0.008325984980911017,1.0,-8.076259109657258e-05,0.0
0,image_00011,0.0054669877979904415,1.0,-8.196149428840727e-05,0.0
0,image_00012,0.0035672332160174847,1.0,-8.174351387424394e-05,0.0
0,image_00013,0.0022252008318901064,1.0,-8.228846854763106e-05,0.0
0,image_00014,0.0014194414601661266,1.0,-8.228846854763106e-05,0.0
0,image_00015,0.0009377151494845748,1.0,-8.228846854763106e-05,0.0
0,image_00016,0.0006008616008330137,1.0,-8.228846854763106e-05,0.0
0,image_00017,0.00038122993719298394,1.0,-8.228846854763106e-05,0.0
0,image_00018,0.00020999704574933275,1.0,-8.228846854763106e-05,0.0
0,image_00019,0.00018597578164190054,1.0,-8.228846854763106e-05,0.0
0,image_00020,0.0001569389962241985,1.0,-8.228846854763106e-05,0.0
0,image_00021,8.557641558581963e-05,1.0,-8.228846854763106e-05,0.0
0,image_00022,3.227668566978537e-05,1.0,-8.228846854763106e-05,0.0
0,image_00023,4.579064479912631e-05,1.0,-8.228846854763106e-05,0.0
0,image_00024,2.2888405692356172e-05,1.0,-8.228846854763106e-05,0.0
0,image_00025,2.0560720076900908e-05,1.0,-8.228846854763106e-05,0.0
0,image_00026,3.191922926902771,1.0,0.0001707894407445565,0.0
0,image_00027,7.413324451446534,1.0,0.0013460431946441531,0.0
0,image_00028,11.233532524108886,1.0,0.006099918857216835,0.0
0,image_00029,14.743628311157227,1.0,0.0076193674467504025,0.0
0,image_00030,17.96769161224365,1.0,0.01111580990254879,0.0
0,image_00031,20.936257553100585,0.5,0.009479631669819355,0.0
0,image_00032,23.435581970214844,0.5,-0.0009226117981597781,0.0
0,image_00033,25.17275390625,0.5,-0.0134064806625247,0.0
0,image_00034,26.125708007812502,0.5,-0.015070997178554535,0.0
0,image_00035,26.39739990234375,0.5,0.0004019601037725806,0.0
0,image_00036,26.32164058685303,0.5,0.0008181980811059475,0.0
0,image_00037,26.025397682189944,0.5,-0.014554922468960285,0.0
0,image_00038,25.58431034088135,0.5,-0.011882564052939415,0.0
0,image_00039,25.100628662109376,0.5,-0.000591387040913105,0.0
0,image_00040,24.598654747009277,0.5,0.009801591746509075,0.0
0,image_00041,24.09789276123047,0.5,0.018714794889092445,0.0
0,image_00042,23.598838806152344,0.5,0.02474495954811573,0.0
0,image_00043,23.111181449890136,0.5,0.028422219678759575,0.0
0,image_00044,22.62148132324219,0.5,0.022203391417860985,0.0
0,image_00045,22.17323398590088,0.5,0.01843806728720665,0.0
0,image_00046,21.70024166107178,0.5,0.0064944676123559475,0.0
0,image_00047,21.28004550933838,0.5,0.00645403191447258,0.0
0,image_00048,20.858041763305664,0.5,-4.7520228690700606e-05,0.0
0,image_00049,20.472167587280275,0.5,-0.01146022230386734,0.0
0,image_00050,20.113925743103028,0.5,-0.014149256981909275,0.0
0,image_00051,19.719861602783205,1.0,-0.0038384573999792337,0.0
0,image_00052,19.514748573303223,1.0,0.0016294206725433469,0.0
0,image_00053,19.809401893615725,1.0,0.0027093070093542337,0.0
0,image_00054,20.701352691650392,0.5,0.0020610264036804438,0.0
0,image_00055,21.970843505859374,0.5,0.00466068834066391,0.0
0,image_00056,22.654914093017577,0.5,0.01017750333994627,0.0
0,image_00057,22.84088172912598,0.5,0.023206328973174095,0.0
0,image_00058,22.756683540344238,0.5,0.02806854248046875,0.0
0,image_00059,22.479098510742187,0.5,0.03288857638835907,0.0
0,image_00060,22.14928379058838,0.5,0.03668692335486412,0.0
0,image_00061,21.79135265350342,0.5,0.039891380816698074,0.0
0,image_00062,21.40379104614258,0.5,0.03350764513015747,0.0
0,image_00063,20.99043560028076,0.5,0.016712406650185585,0.0
0,image_00064,20.604324531555175,0.5,0.017577361315488815,0.0
0,image_00065,20.19540481567383,0.5,0.009767914190888405,0.0
0,image_00066,19.858651542663576,1.0,-0.00486820749938488,0.0
0,image_00067,19.61216812133789,1.0,-0.0003414698876440525,0.0
0,image_00068,19.930864334106445,1.0,0.00070179533213377,0.0
0,image_00069,20.821563720703125,0.5,-0.0051439558155834675,0.0
0,image_00070,22.087600708007812,0.5,-0.00978001207113266,0.0
0,image_00071,22.695990943908694,0.5,-0.0006385802989825606,0.0
0,image_00072,22.90817642211914,0.5,0.01352833304554224,0.0
0,image_00073,22.783141708374025,0.5,0.009030369110405445,0.0
0,image_00074,22.522288513183593,0.5,-0.0046710423193871975,0.0
0,image_00075,22.183437538146972,0.5,-0.01905343122780323,0.0
0,image_00076,21.833874893188476,0.5,-0.025159236043691635,0.0
0,image_00077,21.445468711853028,0.5,-0.034588515758514404,0.0
0,image_00078,21.071919822692873,0.5,-0.04512263834476471,0.0
0,image_00079,20.709075736999512,0.5,-0.052086640149354935,0.0
0,image_00080,20.320037841796875,0.5,-0.045630209147930145,0.0
