,Unnamed: 0,name,speed,throttle,steer,brake,Lidar
0,0,image_00000,0.0,1.0,-7.92367136455141e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00000
1,0,image_00001,-2.6713237621933674e-09,1.0,-7.967267447384074e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00001
2,0,image_00002,-5.339977260376827e-09,1.0,-7.967267447384074e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00002
3,0,image_00003,-8.005963891832835e-09,1.0,-7.967267447384074e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00003
4,0,image_00004,-1.0669287053843846e-08,1.0,-7.967267447384074e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00004
5,0,image_00005,-1.1735542138069378e-08,1.0,-7.934570021461695e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00005
6,0,image_00006,-0.0857318624854087,1.0,-7.92367136455141e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00006
7,0,image_00007,-0.0022236290154978,1.0,-7.62939453125e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00007
8,0,image_00008,0.0126774349249899,1.0,-7.792881660861894e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00008
9,0,image_00009,0.0114939437247812,1.0,-7.967267447384074e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00009
10,0,image_00010,0.008325984980911,1.0,-8.076259109657258e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00010
11,0,image_00011,0.0054669877979904,1.0,-8.196149428840727e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00011
12,0,image_00012,0.0035672332160174,1.0,-8.174351387424394e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00012
13,0,image_00013,0.0022252008318901,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00013
14,0,image_00014,0.0014194414601661,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00014
15,0,image_00015,0.0009377151494845,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00015
16,0,image_00016,0.000600861600833,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00016
17,0,image_00017,0.0003812299371929,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00017
18,0,image_00018,0.0002099970457493,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00018
19,0,image_00019,0.0001859757816419,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00019
20,0,image_00020,0.0001569389962241,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00020
21,0,image_00021,8.557641558581963e-05,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00021
22,0,image_00022,3.227668566978537e-05,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00022
23,0,image_00023,4.579064479912631e-05,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00023
24,0,image_00024,2.288840569235617e-05,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00024
25,0,image_00025,2.0560720076900908e-05,1.0,-8.228846854763106e-05,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00025
26,0,image_00026,3.191922926902771,1.0,0.0001707894407445,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00026
27,0,image_00027,7.413324451446534,1.0,0.0013460431946441,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00027
28,0,image_00028,11.233532524108886,1.0,0.0060999188572168,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00028
29,0,image_00029,14.743628311157227,1.0,0.0076193674467504,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00029
30,0,image_00030,17.96769161224365,1.0,0.0111158099025487,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00030
31,0,image_00031,20.936257553100585,0.5,0.0094796316698193,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00031
32,0,image_00032,23.435581970214844,0.5,-0.0009226117981597,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00032
33,0,image_00033,25.17275390625,0.5,-0.0134064806625247,0.0,D:/carla-0.8.4/PythonClient/_out/pos65_/randomness_0.1/lidar/point_cloud_00033
