,Unnamed: 0,name,speed,throttle,steer,brake,Lidar
0,0,image_00000,0.0,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00000
1,0,image_00001,6.568431798470442e-09,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00001
2,0,image_00002,1.3130296849794833e-08,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00002
3,0,image_00003,1.9685606744701545e-08,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00003
4,0,image_00004,2.6234366679034338e-08,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00004
5,0,image_00005,3.303659106279611e-08,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00005
6,0,image_00006,-0.0873776726424694,1.0,5.013602276449092e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00006
7,0,image_00007,-0.0023632685886695,1.0,8.71930842549773e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00007
8,0,image_00008,0.0127406881190836,1.0,6.975446467549773e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00008
9,0,image_00009,0.0117980433627963,1.0,5.013602276449092e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00009
10,0,image_00010,0.0082783380523324,1.0,3.2697405458748108e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00010
11,0,image_00011,0.005449602054432,1.0,2.8337751700746594e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00011
12,0,image_00012,0.0034967655083164,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00012
13,0,image_00013,0.0022546906722709,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00013
14,0,image_00014,0.0014727358007803,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00014
15,0,image_00015,0.0009541728068143,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00015
16,0,image_00016,0.000407499083667,1.0,1.9618444184743566e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00016
17,0,image_00017,0.0004405069397762,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00017
18,0,image_00018,0.0003296720125945,1.0,1.9618444184743566e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00018
19,0,image_00019,0.0002327942900592,1.0,1.9618444184743566e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00019
20,0,image_00020,8.072199052548968e-05,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00020
21,0,image_00021,0.0001057523964846,1.0,1.9618444184743566e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00021
22,0,image_00022,9.031786830746568e-05,1.0,1.9618444184743566e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00022
23,0,image_00023,4.778905095008668e-05,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00023
24,0,image_00024,9.33367564357468e-06,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00024
25,0,image_00025,2.6440156943863254e-05,1.0,2.615792482174584e-06,0.0,D:/carla-0.8.4/PythonClient/_out/pos2_/randomness_0.1/lidar/point_cloud_00025
