,Unnamed: 0,name,speed,throttle,steer,brake,Lidar
0,0,image_00000,0.0,1.0,0.1997703611850738,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00000
1,0,image_00001,8.591037481409104e-09,1.0,0.1997706890106201,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00001
2,0,image_00002,1.7173485034049917e-08,1.0,0.1997706890106201,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00002
3,0,image_00003,2.5747359444494582e-08,1.0,0.1997706890106201,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00003
4,0,image_00004,3.431266790698828e-08,1.0,0.1997706890106201,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00004
5,0,image_00005,4.10245053927838e-08,1.0,0.1997706890106201,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00005
6,0,image_00006,-0.0851511843502521,1.0,0.1997663229703903,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00006
7,0,image_00007,-0.002201148122549,1.0,0.1997668743133545,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00007
8,0,image_00008,0.0125624519772827,1.0,0.1997653394937515,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00008
9,0,image_00009,0.0113969760015606,1.0,0.1997662186622619,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00009
10,0,image_00010,0.0080439255572855,1.0,0.1997679620981216,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00010
11,0,image_00011,0.0053079650737345,1.0,0.1997694820165634,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00011
12,0,image_00012,0.003454916132614,1.0,0.1997702419757843,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00012
13,0,image_00013,0.0022100744303315,1.0,0.1997713446617126,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00013
14,0,image_00014,0.0014137341175228,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00014
15,0,image_00015,0.0009249819908291,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00015
16,0,image_00016,0.0005970259371679,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00016
17,0,image_00017,0.0003828629938652,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00017
18,0,image_00018,0.0002012843717238,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00018
19,0,image_00019,0.0001899647031677,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00019
20,0,image_00020,0.0001288814528379,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00020
21,0,image_00021,9.151317353826015e-05,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00021
22,0,image_00022,4.50158360763453e-05,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00022
23,0,image_00023,2.9195380193414167e-05,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00023
24,0,image_00024,3.8438343835878186e-05,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00024
25,0,image_00025,2.667458011273993e-05,1.0,0.1997715532779693,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00025
26,0,image_00026,3.138347840309143,1.0,0.1955316811800003,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00026
27,0,image_00027,7.31903600692749,1.0,0.1811673939228058,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00027
28,0,image_00028,11.15429105758667,1.0,-0.0321377329528331,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00028
29,0,image_00029,14.590375900268556,1.0,-0.0325273796916008,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00029
30,0,image_00030,17.822433471679688,1.0,-0.032824270427227,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00030
31,0,image_00031,20.81869354248047,0.5,-0.030632346868515,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00031
32,0,image_00032,23.33066253662109,0.5,-0.0357079654932022,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00032
33,0,image_00033,25.080849838256835,0.5,-0.0466828495264053,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00033
34,0,image_00034,25.96755123138428,0.5,-0.0403725765645504,0.0,D:/carla-0.8.4/PythonClient/_out/pos40_/randomness_0.1/lidar/point_cloud_00034
