,name,speed,throttle,steer,brake
0,image_00000,0.0,1.0,0.19977036118507385,0.0
0,image_00001,8.591037481409104e-09,1.0,0.19977068901062012,0.0
0,image_00002,1.7173485034049917e-08,1.0,0.19977068901062012,0.0
0,image_00003,2.574735944449458e-08,1.0,0.19977068901062012,0.0
0,image_00004,3.431266790698828e-08,1.0,0.19977068901062012,0.0
0,image_00005,4.10245053927838e-08,1.0,0.19977068901062012,0.0
0,image_00006,-0.08515118435025215,1.0,0.19976632297039032,0.0
0,image_00007,-0.0022011481225490573,1.0,0.1997668743133545,0.0
0,image_00008,0.012562451977282762,1.0,0.19976533949375153,0.0
0,image_00009,0.011396976001560689,1.0,0.19976621866226196,0.0
0,image_00010,0.008043925557285548,1.0,0.19976796209812164,0.0
0,image_00011,0.005307965073734522,1.0,0.19976948201656342,0.0
0,image_00012,0.0034549161326140167,1.0,0.1997702419757843,0.0
0,image_00013,0.002210074430331588,1.0,0.19977134466171265,0.0
0,image_00014,0.0014137341175228357,1.0,0.19977155327796936,0.0
0,image_00015,0.0009249819908291101,1.0,0.19977155327796936,0.0
0,image_00016,0.0005970259371679276,1.0,0.19977155327796936,0.0
0,image_00017,0.0003828629938652739,1.0,0.19977155327796936,0.0
0,image_00018,0.0002012843717238866,1.0,0.19977155327796936,0.0
0,image_00019,0.00018996470316778868,1.0,0.19977155327796936,0.0
0,image_00020,0.00012888145283795893,1.0,0.19977155327796936,0.0
0,image_00021,9.151317353826017e-05,1.0,0.19977155327796936,0.0
0,image_00022,4.50158360763453e-05,1.0,0.19977155327796936,0.0
0,image_00023,2.9195380193414167e-05,1.0,0.19977155327796936,0.0
0,image_00024,3.8438343835878186e-05,1.0,0.19977155327796936,0.0
0,image_00025,2.6674580112739932e-05,1.0,0.19977155327796936,0.0
0,image_00026,3.138347840309143,1.0,0.1955316811800003,0.0
0,image_00027,7.31903600692749,1.0,0.1811673939228058,0.0
0,image_00028,11.15429105758667,1.0,-0.032137732952833176,0.0
0,image_00029,14.590375900268555,1.0,-0.0325273796916008,0.0
0,image_00030,17.822433471679688,1.0,-0.03282427042722702,0.0
0,image_00031,20.81869354248047,0.5,-0.030632346868515015,0.0
0,image_00032,23.330662536621094,0.5,-0.03570796549320221,0.0
0,image_00033,25.080849838256835,0.5,-0.046682849526405334,0.0
0,image_00034,25.967551231384277,0.5,-0.0403725765645504,0.0
0,image_00035,26.329159355163576,0.5,-0.041803739964962006,0.0
0,image_00036,26.234639167785645,0.5,-0.03193185105919838,0.0
0,image_00037,25.97326412200928,0.5,-0.029378727078437805,0.0
0,image_00038,25.530226707458496,0.5,-0.01958792470395565,0.0
0,image_00039,25.043949508666994,0.5,-0.003789411159232259,0.0
0,image_00040,24.5046049118042,0.5,-0.00769816804677248,0.0
0,image_00041,24.00447978973389,0.5,-0.01731567457318306,0.0
0,image_00042,23.45196876525879,0.5,-0.00836846511811018,0.0
0,image_00043,22.964550018310547,0.5,0.0074025834910571575,0.0
0,image_00044,22.47121925354004,0.5,0.00412063580006361,0.0
0,image_00045,22.002712440490722,0.5,0.009076145477592945,0.0
0,image_00046,21.574782943725587,0.5,0.0076356069184839725,0.0
0,image_00047,21.175393867492676,0.5,0.006557246670126915,0.0
0,image_00048,20.779403686523438,0.5,-0.0019283839501440525,0.0
0,image_00049,20.420487213134766,0.5,-0.01255918201059103,0.0
0,image_00050,20.01303520202637,0.5,-0.006154305767267942,0.0
